Bin No,Bin Type,Street,Ward-DED,LEA,DCC Area,NG Eastings,NG Northings,ITM Eastings,ITM Northings,Date surveyed,Advert Space,Used Advert space,Cig Butt container,Location: Footpath,Location: Residential,Location: Retail/Shop,Location:School,Location: Public Building,Location: Park,Location: Other,Damaged,Accessible,Depot,BIDS area,Fingal Co Co,South Dublin Co Co,DLR Co Co,Other,CBD Area
2145050,A,GRAFTON STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315961,233857,715887,733883,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145051,A,GRAFTON STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315952,233828,715878,733854,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145052,A,GRAFTON STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315946,233809,715872,733835,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145053,A,GRAFTON STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315936,233783,715862,733809,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145054,A,GRAFTON STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315924,233751,715850,733777,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145055,A,GRAFTON STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315918,233736,715844,733762,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145056,A,GRAFTON STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315906,233704,715832,733730,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145057,A,GRAFTON STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315897,233679,715823,733705,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2145058,A,GRAFTON STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315890,233650,715816,733676,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145059,A,GRAFTON STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315890,233642,715816,733668,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145060,A,GRAFTON STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315897,233596,715823,733622,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145061,A,CHATHAM STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315872,233670,715798,733696,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145062,A,CHATHAM STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315870,233664,715796,733690,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145063,A,HARRY STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315897,233715,715823,733741,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145064,A,CHATHAM ROW,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315780,233691,715706,733717,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145065,A,CHATHAM ROW,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315764,233690,715690,733716,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145066,A,CHATHAM ROW,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315750,233697,715676,733723,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145067,A,CHATHAM ROW,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315747,233704,715673,733730,25/06/2008,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145068,E,CLARENDON STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315855,233810,715781,733836,25/06/2008,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145069,E,CLARENDON STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315873,233850,715799,733876,25/06/2008,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145070,A,WICKLOW STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315910,233896,715836,733922,25/06/2008,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145071,A,WICKLOW STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315943,233885,715869,733911,25/06/2008,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145072,E,WICKLOW STREET,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315853,233912,715779,733938,25/06/2008,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2145073,A,WILLIAM STREET SOUTH,ROYAL EXCHANGE B,SOUTH EAST INNER CITY,SOUTH EAST,315777,233836,715703,733862,25/06/2008,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,,TRUE
2146001,B,HEYTESBURY STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315384,233019,715310,733045,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146002,B,HEYTESBURY STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315403,232861,715329,732888,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146003,B,HEYTESBURY STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315406,232843,715331,732870,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146004,B,HEYTESBURY STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315412,232791,715338,732818,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146005,B,LENNOX STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315447,232599,715373,732625,24/09/2008,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146006,B,PORTOBELLO ROAD,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315386,232447,715312,732474,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,CANAL BANK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2146007,B,PORTOBELLO ROAD,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315422,232450,715347,732477,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,CANAL BANK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2146008,B,PORTOBELLO ROAD,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315461,232455,715387,732482,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,CANAL BANK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2146009,B,LENNOX PLACE,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315483,232583,715408,732610,24/09/2008,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2146010,B,LENNOX STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315496,232593,715421,732619,24/09/2008,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146011,E,SYNGE STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315522,232610,715448,732636,24/09/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146012,B,HARRINGTON STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315470,232742,715395,732768,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,BUS STOP,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146013,B,SYNGE STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315497,232830,715423,732857,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146014,B,GRANTHAM STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315506,232909,715432,732935,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146015,E,HARRINGTON STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315629,232741,715555,732768,24/09/2008,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146016,E,RICHMOND STREET SOUTH,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315642,232720,715568,732747,24/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146017,E,RICHMOND STREET SOUTH,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315659,232625,715584,732651,24/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146018,E,LENNOX STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315651,232605,715576,732631,24/09/2008,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146019,A,PORTOBELLO HARBOUR,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315607,232516,715532,732542,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,SQUARE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2146020,A,PORTOBELLO HARBOUR,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315608,232498,715534,732524,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,SQUARE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2146021,A,GRAND CANAL,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315576,232470,715502,732497,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,CANAL BANK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2146022,A,GRAND CANAL,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315537,232466,715462,732493,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,CANAL BANK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2146023,A,GRAND CANAL,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315628,232484,715554,732511,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,CANAL BANK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,FALSE
2146024,E,RICHMOND ROW,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315633,232539,715559,732565,24/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146025,A,CAMDEN STREET UPPER,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315634,232768,715559,732794,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146026,A,CAMDEN STREET UPPER,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315624,232831,715549,732857,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146027,A,CAMDEN STREET LOWER,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315602,232931,715528,732957,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146028,A,CAMDEN STREET LOWER,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315602,232959,715528,732985,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,BUS STOP,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146029,A,CAMDEN STREET LOWER,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315603,230301,715529,730328,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146030,A,CAMDEN STREET LOWER,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315604,233058,715530,733084,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146031,A,SYNGE STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315494,233040,715419,733066,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146032,A,CAMDEN STREET LOWER,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315599,233117,715524,733144,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146033,A,CAMDEN STREET LOWER,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315595,233131,715521,733158,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,BUS STOP,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146034,A,CAMDEN STREET LOWER,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315592,233154,715517,733180,24/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,BANK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146035,E,HARCOURT ROAD,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315744,232772,715670,732799,26/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146036,E,CHARLEMONT STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315801,232683,715727,732710,26/09/2008,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146037,E,CHARLEMONT STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315819,232682,715745,732709,26/09/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,BUS STOP,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146038,E,CHARLEMONT STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315877,232623,715803,732650,26/09/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146039,E,CHARLEMONT STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315899,232601,715825,732628,26/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,HARCOURT LAUNDARETTE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146040,E,CHARLEMONT STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315902,232598,715828,732625,26/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,CENTRA,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146041,A,CHARLEMONT PLACE,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315971,232556,715897,732583,26/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,BANK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146042,A,CHARLEMONT PLACE,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315989,232546,715915,732573,26/09/2008,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,GRAND CANAL,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146043,A,CHARLEMONT PLACE,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316012,232561,715938,732588,26/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146044,A,CHARLEMONT PLACE,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316014,232569,715940,732596,26/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146045,A,CHARLEMONT PLACE,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316040,232565,715966,732591,26/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,GRAND CANAL,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146046,A,CHARLEMONT PLACE,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316059,232575,715985,732601,26/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,GRAND CANAL,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146047,E,HARCOURT TERRACE,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316129,232642,716053,732666,26/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,GARDA STATION,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146048,E,ADELAIDE ROAD,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316096,232767,716022,732794,26/09/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146049,E,ADELAIDE ROAD,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316064,232783,715990,732810,26/09/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146050,E,ADELAIDE ROAD,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315963,232785,715889,732812,26/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,MONTAGUE HOUSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146051,E,ADELAIDE ROAD,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315981,232773,715907,732800,26/09/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146052,A,HARCOURT STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315792,232828,715718,732855,26/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,LUAS PLATFORM,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146053,A,HARCOURT STREET,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315785,232853,715711,732880,26/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,LUAS PLATFORM,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146054,E,HATCH STREET UPPER,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315813,232922,715739,732949,26/09/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,BANK,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146055,A,HATCH STREET UPPER,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,315881,232917,715807,732944,26/09/2008,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146056,E,HATCH STREET LOWER,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316249,232955,716175,732982,26/09/2008,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146057,A,LEESON STREET LOWER,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316276,232954,716202,732981,26/09/2008,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146058,A,LEESON STREET LOWER,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316363,232826,716289,732853,26/09/2008,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146059,A,GRAND CANAL,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316404,232700,716330,732727,26/09/2008,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,GRAND CANAL,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146060,A,GRAND CANAL,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316222,232632,716148,732659,26/09/2008,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,GRAND CANAL,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146061,A,GRAND CANAL,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316153,232607,716078,732633,26/09/2008,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,GRAND CANAL,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146062,E,ADELAIDE ROAD,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316180,232765,716106,732792,26/09/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HOSPITAL,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146063,E,ADELAIDE ROAD,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316213,232757,716139,732784,26/09/2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,HOSPITAL,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
2146064,E,ADELAIDE ROAD,ST KEVINS,SOUTH EAST INNER CITY,SOUTH EAST,316237,232736,716163,732763,26/09/2008,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE
